quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	8.0	1	1	0	0	4/2	2	1	.d.i{		d	i		i	i						{	m	1	1	0, -3, 1		0	0
8	2.0	2	2	0	0	4/2	2	1	IV6		d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
10	2.0	2	2	1/2	1/2	4/2	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
12	2.0	2	2	1	1	4/2	2	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
14	2.0	2	2	3/2	3/2	4/2	2	1	III	i6	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
16	2.0	3	3	0	0	4/2	2	1	VII6(4)		d	i		VII6(4)	VII		6	4				M	1	1	-3, -1, -2		-2	-3
18	2.0	3	3	1/2	1/2	4/2	2	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
20	4.0	3	3	1	1	4/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
24	2.0	4	4	0	0	4/2	2	1	VII	v6	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
26	2.0	4	4	1/2	1/2	4/2	2	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
28	2.0	4	4	1	1	4/2	2	1	I6		d	i		I6	I		6					M	1	1	4, 1, 0		0	4
30	2.0	4	4	3/2	3/2	4/2	2	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	2.0	5	5	0	0	4/2	2	1	VII6		d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
34	2.0	5	5	1/2	1/2	4/2	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
36	2.0	5	5	1	1	4/2	2	1	i}{		d	i		i	i						}{	m	1	1	0, -3, 1		0	0
38	2.0	5	5	3/2	3/2	4/2	2	1	VII6(+4)		d	i		VII6(+4)	VII		6	+4				M	1	1	2, -1, -2	-3	-2	2
40	1.0	6	6	0	0	4/2	2	1	ii65/VII		d	i		ii65/VII	ii		65		VII			mm7	1	1	-3, 1, -2, 0		0	-3
41	1.0	6	6	1/4	1/4	4/2	2	1	viio6/VII		d	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
42	2.0	6	6	1/2	1/2	4/2	2	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
44	2.0	6	6	1	1	4/2	2	1	vi/VII}{		d	i		vi/VII	vi				VII		}{	m	1	1	1, -2, 2		1	1
46	2.0	6	6	3/2	3/2	4/2	2	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
48	2.0	7	7	0	0	4/2	2	1	I		d	i		I	I							M	1	1	0, 4, 1		0	0
50	2.0	7	7	1/2	1/2	4/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
52	4.0	7	7	1	1	4/2	2	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
56	2.0	8	8	0	0	4/2	2	1	#vio6		d	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
58	2.0	8	8	1/2	1/2	4/2	2	1	VI6		d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
60	2.0	8	8	1	1	4/2	2	1	III	i6	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
62	2.0	8	8	3/2	3/2	4/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
64	2.0	9	9	0	0	4/2	2	1	IV6		d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
66	2.0	9	9	1/2	1/2	4/2	2	1	VII(9)		d	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2	-2
68	2.0	9	9	1	1	4/2	2	1	ii65		d	i		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
70	2.0	9	9	3/2	3/2	4/2	2	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
72	2.0	10	10	0	0	4/2	2	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
74	2.0	10	10	1/2	1/2	4/2	2	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
76	2.0	10	10	1	1	4/2	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
78	1.0	10	10	3/2	3/2	4/2	2	1	I		d	i		I	I							M	1	1	0, 4, 1		0	0
79	1.0	10	10	7/4	7/4	4/2	2	1	V2/iv		d	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
80	4.0	11	11	0	0	4/2	2	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
84	2.0	11	11	1	1	4/2	2	1	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
86	2.0	11	11	3/2	3/2	4/2	2	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
88	2.0	12	12	0	0	4/2	2	1	I(64)}		d	i		I(64)	I			64			}	M	1	1	0, -1, -4		0	0
90	6.0	12	12	1/2	1/2	4/2	2	1	I		d	i		I	I							M	1	1	0, 4, 1		0	0
