mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	d.i{		d	i		i	i						{	m	1	1	2, -1, 3		2.0	2.0	0	2	0.0	0.0	2.5	0.0
1	1	1	1	4/2	1	1	VI		d	i		VI	VI							M	1	1	-2, 2, -1		-2.0	-2.0	0	1	0.0	0.0	0.5	0.0
1	1	3/2	3/2	4/2	1	1	iv		d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	1	1	0.5	0.25	0.25	0.5
2	2	0	0	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	4	0.2	0.25	2.75	0.08333333333333333
2	2	1	1	4/2	1	1	III6		d	i		III6	III		6					M	1	1	3, 0, -1		-1.0	3.0	0	1	0.0	0.0	0.5	0.0
2	2	3/2	3/2	4/2	1	1	VI		d	i		VI	VI							M	1	1	-2, 2, -1		-2.0	-2.0	1	3	0.25	0.25	2.75	0.08333333333333333
3	3	1/2	1/2	4/2	1	1	iv		d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	1	4	0.2	0.25	1.75	0.125
3	3	3/2	3/2	4/2	1	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	1	2	0.3333333333333333	0.25	0.75	0.25
4	4	0	0	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	3.25	0.0
4	4	1/2	1/2	4/2	1	1	III6		d	i		III6	III		6					M	1	1	3, 0, -1		-1.0	3.0	2	1	0.6666666666666666	0.5	0.25	0.6666666666666666
4	4	1	1	4/2	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	1.5	0.0
4	4	3/2	3/2	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	0	2	0.0	0.0	1.0	0.0
5	5	0	0	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	4	0.0	0.0	4.5	0.0
5	5	1/2	1/2	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	1	0.5	0.25	0.25	0.5
5	5	1	1	4/2	1	1	iv		d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	1.25	0.0
5	5	3/2	3/2	4/2	1	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	2	2	0.5	0.375	0.375	0.5
6	6	0	0	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	2	3	0.4	0.5	2.5	0.16666666666666666
6	6	1/2	1/2	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	3	0.0	0.0	1.25	0.0
6	6	3/4	3/4	4/2	1	1	V6		d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	1	0.0	0.0	0.25	0.0
6	6	1	1	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	4	0.2	0.25	2.75	0.08333333333333333
7	7	0	0	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	1	11	0.08333333333333333	0.25	7.25	0.03333333333333333
8	8	0	0	4/2	1	1	iv6(2)		d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1.0	-2.0	0	3	0.0	0.0	3.0	0.0
8	8	1/4	1/4	4/2	1	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	2	3	0.4	0.25	0.75	0.25
8	8	1	1	4/2	1	1	V6/iv		d	i		V6/iv	V		6		iv			M	1	1	6, 3, 2		2.0	6.0	0	2	0.0	0.0	1.0	0.0
8	8	3/2	3/2	4/2	1	1	iv		d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	1	2	0.3333333333333333	0.25	0.75	0.25
9	9	0	0	4/2	1	1	iio	VII6	d	i		iio	ii	o						o	1	1	4, 1, -2		4.0	4.0	1	4	0.2	0.25	3.5	0.06666666666666667
9	9	1	1	4/2	1	1	VII		d	i		VII	VII							M	1	1	0, 4, 1		0.0	0.0	0	1	0.0	0.0	0.5	0.0
9	9	3/2	3/2	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	1	2	0.3333333333333333	0.25	0.75	0.25
10	10	0	0	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	3	0.0	0.0	2.5	0.0
10	10	1/2	1/2	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	1	2	0.3333333333333333	0.25	0.75	0.25
10	10	1	1	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	5	0.0	0.0	2.0	0.0
11	11	0	0	4/2	1	1	VII6		d	i		VII6	VII		6					M	1	1	4, 1, 0		0.0	4.0	2	3	0.4	0.25	3.25	0.07142857142857142
11	11	1	1	4/2	1	1	VII		d	i		VII	VII							M	1	1	0, 4, 1		0.0	0.0	0	2	0.0	0.0	1.0	0.0
11	11	3/2	3/2	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	1	2	0.3333333333333333	0.25	0.75	0.25
12	12	0	0	4/2	1	1	VI	iv6	d	i		VI	VI							M	1	1	-2, 2, -1		-2.0	-2.0	0	2	0.0	0.0	2.5	0.0
12	12	1/2	1/2	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	2	0.3333333333333333	0.25	0.75	0.25
12	12	1	1	4/2	1	1	VI6		d	i		VI6	VI		6					M	1	1	2, -1, -2		-2.0	2.0	0	3	0.0	0.0	1.5	0.0
12	12	3/2	3/2	4/2	1	1	iv64		d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	1	3	0.25	0.25	1.25	0.16666666666666666
13	13	0	0	4/2	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	5	6	0.45454545454545453	0.875	4.125	0.175
13	13	1	1	4/2	1	1	VII		d	i		VII	VII							M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	1.75	0.0
13	13	3/2	3/2	4/2	1	1	v6		d	i		v6	v		6					m	1	1	0, 4, 3		3.0	0.0	1	1	0.5	0.25	0.5	0.3333333333333333
14	14	0	0	4/2	1	1	V(4)/v		d	i		V(4)/v	V			4	v			M	1	1	4, 3, 5		4.0	4.0	0	3	0.0	0.0	4.5	0.0
14	14	1/2	1/2	4/2	1	1	V/v		d	i		V/v	V				v			M	1	1	4, 8, 5		4.0	4.0	2	7	0.2222222222222222	0.5	2.5	0.16666666666666666
15	15	0	0	4/2	1	1	v(6)}{		d	i		v(6)	v			6			}{	m	1	1	3, 0, -1		3.0	3.0	0	4	0.0	0.0	5.25	0.0
15	15	3/4	3/4	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	1	1	0.5	0.125	0.125	0.5
15	15	1	1	4/2	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	1.0	0.0
15	15	3/2	3/2	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	2	0.3333333333333333	0.25	0.75	0.25
16	16	0	0	4/2	1	1	ii		d	i		ii	ii							m	1	1	4, 1, 5		4.0	4.0	0	4	0.0	0.0	3.0	0.0
16	16	1/2	1/2	4/2	1	1	VII		d	i		VII	VII							M	1	1	0, 4, 1		0.0	0.0	1	2	0.3333333333333333	0.25	1.0	0.2
16	16	1	1	4/2	1	1	VII6		d	i		VII6	VII		6					M	1	1	4, 1, 0		0.0	4.0	2	2	0.5	0.375	0.375	0.5
16	16	3/2	3/2	4/2	1	1	IV		d	i		IV	IV							M	1	1	1, 5, 2		1.0	1.0	0	2	0.0	0.0	1.0	0.0
17	17	0	0	4/2	1	1	V2		d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3.0	1.0	0	3	0.0	0.0	3.0	0.0
17	17	1/2	1/2	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	1	3	0.25	0.25	1.75	0.125
17	17	1	1	4/2	1	1	v(64)		d	i		v(64)	v			64				m	1	1	3, 2, -1		3.0	3.0	0	2	0.0	0.0	1.5	0.0
17	17	3/2	3/2	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	4	8	0.3333333333333333	1.0	4.5	0.18181818181818182
18	18	3/2	3/2	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	7	0.125	0.25	4.75	0.05
19	19	1	1	4/2	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	1.75	0.0
19	19	3/2	3/2	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	1	3	0.25	0.125	1.125	0.1
20	20	0	0	4/2	1	1	V6		d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	4	0.0	0.0	3.5	0.0
20	20	1/2	1/2	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	3	0.0	0.0	2.25	0.0
20	20	1	1	4/2	1	1	V(64)		d	i		V(64)	V			64				M	1	1	3, 2, -1		3.0	3.0	1	2	0.3333333333333333	0.125	1.125	0.1
