mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	8.0	0	0	2/1	2	1	2	2	1		3	33	A1	1	0
2	2	8	8	8.0	0	0	8/1	2	1	2	2	1		0	36	C2	2	1
2	2	16	16	4.0	2	2	8/1	2	1	1	1	1		0	36	C2	2	2
2	2	20	20	8.0	3	3	8/1	2	1	2	2	1		5	35	B1	1	3
2	2	28	28	4.0	5	5	8/1	2	1	1	1	1		4	40	E2	2	4
2	2	32	32	8.0	6	6	8/1	2	1	2	2	1		3	33	A1	1	5
3	3	40	40	4.0	0	0	4/2	1	1	1	1	1		3	69	A4	4	6
3	3	44	44	3.0	1	1	4/2	1	1	3/4	1/2	3/2		0	72	C5	5	7
3	3	47	47	1.0	7/4	7/4	4/2	1	1	1/4	1/4	1		0	72	C5	5	8
4	4	48	48	4.0	0	0	4/2	1	2	1	1	1		4	64	E4	4	12
4	4	48	48	2.0	0	0	4/2	1	1	1/2	1/2	1		5	71	B4	4	9
4	4	50	50	4.0	1/2	1/2	4/2	1	1	1	1	1		4	76	E5	5	10
4	4	52	52	3.0	1	1	4/2	1	2	3/4	1/2	3/2		-1	65	F4	4	13
4	4	54	54	2.0	3/2	3/2	4/2	1	1	1/2	1/2	1	1	2	74	D5	5	11
4	4	55	55	1.0	7/4	7/4	4/2	1	2	1/4	1/4	1		-1	65	F4	4	14
5	5	56	56	2.0	0	0	4/2	1	2	1/2	1/2	1		4	64	E4	4	18
5	5	56	56	2.0	0	0	4/2	1	1	1/2	1/2	1	-1	2	74	D5	5	15
5	5	58	58	4.0	1/2	1/2	4/2	1	2	1	1	1		3	69	A4	4	19
5	5	58	58	2.0	1/2	1/2	4/2	1	1	1/2	1/2	1		0	72	C5	5	16
5	5	60	60	4.0	1	1	4/2	1	1	1	1	1		5	71	B4	4	17
5	5	62	62	2.0	3/2	3/2	4/2	1	2	1/2	1/2	1	1	1	67	G4	4	20
6	6	64	64	4.0	0	0	4/2	2	1	1	1	1		3	57	A3	3	28
6	6	64	64	2.0	0	0	4/2	1	2	1/2	1/2	1	-1	1	67	G4	4	25
6	6	64	64	2.0	0	0	4/2	1	1	1/2	1/2	1		0	72	C5	5	21
6	6	66	66	4.0	1/2	1/2	4/2	1	2	1	1	1		-1	65	F4	4	26
6	6	66	66	2.0	1/2	1/2	4/2	1	1	1/2	1/2	1		3	69	A4	4	22
6	6	68	68	3.0	1	1	4/2	2	1	3/4	1/2	3/2		0	60	C4	4	29
6	6	68	68	3.0	1	1	4/2	1	1	3/4	1/2	3/2		1	67	G4	4	23
6	6	70	70	2.0	3/2	3/2	4/2	1	2	1/2	1/2	1		4	64	E4	4	27
6	6	71	71	1.0	7/4	7/4	4/2	2	1	1/4	1/4	1		0	60	C4	4	30
6	6	71	71	1.0	7/4	7/4	4/2	1	1	1/4	1/4	1		3	69	A4	4	24
7	7	72	72	2.0	0	0	4/2	2	1	1/2	1/2	1		5	59	B3	3	40
7	7	72	72	2.0	0	0	4/2	1	2	1/2	1/2	1		2	62	D4	4	37
7	7	72	72	3.0	0	0	4/2	1	1	3/4	1/2	3/2		5	71	B4	4	31
7	7	74	74	4.0	1/2	1/2	4/2	2	1	1	1	1		4	64	E4	4	41
7	7	74	74	2.0	1/2	1/2	4/2	1	2	1/2	1/2	1		1	67	G4	4	38
7	7	75	75	0.5	3/4	3/4	4/2	1	1	1/8	1/8	1		0	72	C5	5	32
7	7	151/2	151/2	0.5	7/8	7/8	4/2	1	1	1/8	1/8	1		5	71	B4	4	33
7	7	76	76	4.0	1	1	4/2	1	2	1	1	1		-1	65	F4	4	39
7	7	76	76	2.0	1	1	4/2	1	1	1/2	1/2	1		3	69	A4	4	34
7	7	78	78	2.0	3/2	3/2	4/2	2	1	1/2	1/2	1	1	2	62	D4	4	42
7	7	78	78	1.0	3/2	3/2	4/2	1	1	1/4	1/4	1		5	71	B4	4	35
7	7	79	79	1.0	7/4	7/4	4/2	1	1	1/4	1/4	1		3	69	A4	4	36
8	8	80	80	4.0	0	0	4/2	2	2	1	1	1		4	52	E3	3	54
8	8	80	80	2.0	0	0	4/2	2	1	1/2	1/2	1	-1	2	62	D4	4	50
8	8	80	80	2.0	0	0	4/2	1	2	1/2	1/2	1		4	64	E4	4	47
8	8	80	80	1.0	0	0	4/2	1	1	1/4	1/4	1		8	68	G#4	4	43
8	8	81	81	2.0	1/4	1/4	4/2	1	1	1/2	1/2	1		3	69	A4	4	44
