mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	4.0	-1	4/4	1	0					firstMeasure	2
2	2	4	4.0	-1	4/4	1	0						3
3	3	8	4.0	-1	4/4	1	0						4
4	4	12	4.0	-1	4/4	1	0						5
5	5	16	4.0	-1	4/4	1	0						6
6	6	20	4.0	-1	4/4	1	0						7
7	7	24	4.0	-1	4/4	1	0						8
8	8	28	4.0	-1	4/4	1	0						9
9	9	32	4.0	-1	4/4	1	0						10
10	10	36	4.0	-1	4/4	1	0						11
11	11	40	4.0	-1	4/4	1	0						12
12	12	44	4.0	-1	4/4	1	0						13
13	13	48	4.0	-1	4/4	1	0						14
14	14	52	4.0	-1	4/4	1	0						15
15	15	56	4.0	-1	4/4	1	0						16
16	16	60	4.0	-1	4/4	1	0						17
17	17	64	4.0	-1	4/4	1	0						18
18	18	68	4.0	-1	4/4	1	0						19
19	19	72	4.0	-1	4/4	1	0						20
20	20	76	4.0	-1	4/4	1	0						21
21	21	80	4.0	-1	4/4	1	0						22
22	22	84	4.0	-1	4/4	1	0						23
23	23	88	4.0	-1	4/4	1	0						24
24	24	92	4.0	-1	4/4	1	0						25
25	25	96	4.0	-1	4/4	1	0						26
26	26	100	8.0	-1	8/4	2	0						27
27	27	108	4.0	-1	4/4	1	0			double	line		28
28	28	112	3.0	-1	3/4	3/4	0						29
29	29	115	3.0	-1	3/4	3/4	0						30
30	30	118	3.0	-1	3/4	3/4	0						31
31	31	121	3.0	-1	3/4	3/4	0						32
32	32	124	3.0	-1	3/4	3/4	0						33
33	33	127	3.0	-1	3/4	3/4	0						34
34	34	130	3.0	-1	3/4	3/4	0						35
35	35	133	3.0	-1	3/4	3/4	0						36
36	36	136	3.0	-1	3/4	3/4	0						37
37	37	139	3.0	-1	3/4	3/4	0						38
38	38	142	3.0	-1	3/4	3/4	0						39
39	39	145	3.0	-1	3/4	3/4	0						40
40	40	148	3.0	-1	3/4	3/4	0						41
41	41	151	3.0	-1	3/4	3/4	0						42
42	42	154	3.0	-1	3/4	3/4	0						43
43	43	157	3.0	-1	3/4	3/4	0						44
44	44	160	3.0	-1	3/4	3/4	0						45
45	45	163	3.0	-1	3/4	3/4	0						46
46	46	166	3.0	-1	3/4	3/4	0						47
47	47	169	3.0	-1	3/4	3/4	0						48
48	48	172	3.0	-1	3/4	3/4	0						49
49	49	175	3.0	-1	3/4	3/4	0			end	section	lastMeasure	-1
