mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	41							
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	42							
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	43							
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	44							
4	4	12	12	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	45							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	46							
4	4	12	12	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	47							
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	48							
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	49							
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	50							
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	51							
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	52							
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	53							
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	54							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	55							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	56							
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	57							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	58							
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	59							
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	60							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	61							
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	62							
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	63							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	64							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	65							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	66							
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	67							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	68							
6	6	20	20	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	69							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	70							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	71							
6	6	20	20	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	72							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	73							
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	74							
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	75							
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	76							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	77							
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	78							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	79							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	80							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	81							
6	6	20	20	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	82							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	83							
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	84							
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16	1/16	1	85							
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	86							
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	87							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	88							
7	7	24	24	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	89							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	90							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	91							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	92							
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	93							
7	7	53/2	53/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	94							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	95							
7	7	24	24	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	96							
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	97							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	98							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	99							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	100							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	101							
8	8	28	28	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	102							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	103							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	104							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	105							
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	106							
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	107							
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	108							
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	109							
8	8	59/2	59/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4	1/4	1	110							
8	8	61/2	61/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	111							
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	112							
8	8	28	28	4.0	0	0	Chord	4/4	2	2	1	1	1	113							
9	9	34	34	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	114							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	115							
9	9	32	32	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	116							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	117							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	118							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	119							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	120							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	121							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	122							
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	123							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	124							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	125							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	126							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	127							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	128							
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	129							
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	130							
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	131							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	132							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	133							
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	134							
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	135							
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	136							
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	137							
10	10	36	36	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	138							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	139							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	140							
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	141							
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	142							
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	143							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	144							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	145							
11	11	40	40	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	146							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	147							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	148							
11	11	40	40	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	149							
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	150							
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	151							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	152							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	153							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	154							
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	155							
11	11	40	40	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	156							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	157							
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	158							
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16	1/16	1	159							
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	160							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	161							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	162							
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	163							
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	164							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	165							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	166							
12	12	44	44	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	167							
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	168							
12	12	45	45	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	169							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	170							
12	12	44	44	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	171							
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	172							
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	173							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	174							
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	175							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	176							
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	177							
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	178							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	179							
13	13	97/2	97/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	180							
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	181							
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	182							
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	183							
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	184							
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	185							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	186							
13	13	48	48	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	187							
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	188							
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	189							
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	190							
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	191							
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	192							
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	193							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	194							
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1	1	1	195							
14	14	52	52	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	196							
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	197							
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	198							
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	199							
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	200							
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	201							
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	202							
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	203							
14	14	52	52	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	204							
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	205							
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	206							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	207							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	208							
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	209							
15	15	57	57	0.0	1/4	1/4	StaffText	4/4	1	1	0					<i>rit.</i>					
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	210							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	211							
15	15	56	56	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	212							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	213							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	214							
15	15	113/2	113/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	215							
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	216							
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	217							
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	218							
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	219							
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	220							
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	221							
15	15	56	56	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	222							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	223							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	224							
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1	1	1	225							
16	16	60	60	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	226							
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	227							
16	16	61	61	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	228							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	229							
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	230							
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	231							
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	232							
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	233							
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	234							
16	16	60	60	4.0	0	0	Chord	4/4	2	2	1	1	1	235							
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1	1	1	236							
17	17	64	64	4.0	0	0	Chord	4/4	1	2	1	1	1	237							
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1	1	1	238							
17	17	64	64	4.0	0	0	Chord	4/4	2	2	1	1	1	239							
18	18	68	68	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	240							
18	18	71	71	2.0	3/4	3/4	Chord	3/2	1	1	1/2	1/2	1	241							
18	18	73	73	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	242							
18	18	69	69	1.0	1/4	1/4	Chord	3/2	1	2	1/4	1/4	1	243							
18	18	70	70	1.0	1/2	1/2	Chord	3/2	1	2	1/4	1/4	1	244							
18	18	71	71	1.0	3/4	3/4	Chord	3/2	1	2	1/4	1/4	1	245							
18	18	72	72	1.0	1	1	Chord	3/2	1	2	1/4	1/4	1	246							
18	18	73	73	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	247							
19	19	74	74	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	248							
19	19	76	76	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	249							
19	19	77	77	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	250							
19	19	78	78	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	251							
19	19	79	79	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	252							
19	19	74	74	1.0	0	0	Chord	3/2	1	2	1/4	1/4	1	253							
19	19	75	75	1.0	1/4	1/4	Chord	3/2	1	2	1/4	1/4	1	254							
19	19	76	76	1.0	1/2	1/2	Chord	3/2	1	2	1/4	1/4	1	255							
19	19	77	77	2.0	3/4	3/4	Chord	3/2	1	2	1/2	1/2	1	256							
19	19	79	79	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	257							
20	20	80	80	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	258							
20	20	81	81	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	259							
20	20	82	82	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	260							
20	20	83	83	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	261							
20	20	84	84	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	262							
20	20	85	85	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	263							
20	20	80	80	6.0	0	0	Chord	3/2	1	2	3/2	1	3/2	264							
20	20	80	80	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	265							
20	20	83	83	2.0	3/4	3/4	Chord	3/2	2	1	1/2	1/2	1	266							
20	20	85	85	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	267							
21	21	86	86	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	268							
21	21	88	88	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	269							
21	21	89	89	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	270							
21	21	90	90	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	271							
21	21	91	91	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	272							
21	21	86	86	3.0	0	0	Chord	3/2	1	2	3/4	1/2	3/2	273							
21	21	89	89	2.0	3/4	3/4	Chord	3/2	1	2	1/2	1/2	1	274							
21	21	91	91	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	275							
21	21	86	86	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	276							
21	21	87	87	2.0	1/4	1/4	Chord	3/2	2	1	1/2	1/2	1	277							
21	21	89	89	3.0	3/4	3/4	Chord	3/2	2	1	3/4	1/2	3/2	278							
22	22	92	92	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	279							
22	22	92	92	1.0	0	0	Chord	3/2	1	2	1/4	1/4	1	280							
22	22	93	93	1.0	1/4	1/4	Chord	3/2	1	2	1/4	1/4	1	281							
22	22	94	94	1.0	1/2	1/2	Chord	3/2	1	2	1/4	1/4	1	282							
22	22	95	95	1.0	3/4	3/4	Chord	3/2	1	2	1/4	1/4	1	283							
22	22	96	96	1.0	1	1	Chord	3/2	1	2	1/4	1/4	1	284							
22	22	97	97	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	285							
22	22	92	92	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	286							
22	22	93	93	1.0	1/4	1/4	Chord	3/2	2	2	1/4	1/4	1	287							
22	22	94	94	1.0	1/2	1/2	Chord	3/2	2	2	1/4	1/4	1	288							
22	22	95	95	1.0	3/4	3/4	Chord	3/2	2	2	1/4	1/4	1	289							
22	22	96	96	1.0	1	1	Chord	3/2	2	2	1/4	1/4	1	290							
22	22	97	97	1.0	5/4	5/4	Chord	3/2	2	2	1/4	1/4	1	291							
23	23	98	98	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	292							
23	23	98	98	3.0	0	0	Chord	3/2	1	2	3/4	1/2	3/2	293							
23	23	101	101	2.0	3/4	3/4	Chord	3/2	1	2	1/2	1/2	1	294							
23	23	103	103	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	295							
23	23	99	99	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	296							
23	23	100	100	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	297							
23	23	101	101	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	298							
23	23	102	102	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	299							
23	23	103	103	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	300							
